@RELATION meta-features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE AutoCorrelation NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MinorityClassPercentage NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC

@DATA
14970.0,0.9613051570099252,0.02391226930586622,0.19096593371822745,0.037212175020748486,0.2591363359824238,0.030291883938810396,0.0,0.04081632653061224,0.3147208121827411,0.1004510507432086,0.0,0.0,0.3158783783783784,0.0,0.0,0.0,0.0,0.9987827017408867,0.0012172982591132054
34537.0,0.5140491016452603,0.0011924256233715048,0.5843008664078857,0.11852695373569319,0.8839373443922401,0.10584849730618603,0.6571428571428571,0.0,0.015228426395939087,0.10820092260379292,0.0,0.0,0.0,0.125,0.784331797235023,0.0,0.0,0.0,1.0
34538.0,0.9935647522258557,0.03328629873533643,0.13769250185630402,0.0025863233676246358,0.179041852560017,0.002142068935673021,0.08571428571428572,0.061224489795918366,0.043993231810490696,0.005945668887749872,0.01056,0.00017397477016886022,0.04335585585585586,0.016666666666666666,0.03867595818815331,0.4888888888888889,0.022651966460927455,0.939553120193364,0.060446879806635906
34539.0,0.8915263677523432,9.559195251869451e-05,0.995776657931822,0.5955492076972072,0.0988734689381088,0.04091568037735033,0.02857142857142857,0.0,0.00338409475465313,0.3307944643772424,0.0,0.0,0.0,0.0375,0.10571428571428572,0.0,0.0,0.0,1.0
125920.0,0.4729707601131382,0.011373311082827948,0.608933219416241,0.005288452259172762,0.8369407265774379,0.0044139602310838,0.02857142857142857,0.0,0.005076142131979695,0.0,0.00802,0.00010406084032306466,0.0005630630630630631,0.04583333333333333,0.08131868131868132,0.802,0.18459979667909182,0.07696638946638946,0.9230336105336105
125921.0,0.7214808205115668,0.0069842111821029566,0.11110360494612119,0.0007913377468105228,0.13170936902485658,0.0006707488586450873,0.0,0.08163265306122448,0.0022560631697687537,0.0,0.0,0.0,0.003941441441441441,0.0,0.0,0.0,0.0,0.8754926801801801,0.12450731981981981
125922.0,0.9982339736872397,0.003233525812392507,0.08643549685493694,0.009341645596494953,0.16617416999826176,0.01068870761840881,0.0,0.09183673469387756,0.02086858432036097,0.051255766273705795,0.0,0.0,0.02252252252252252,0.0,0.0,0.0,0.0,0.9761590859151834,0.023840914084816523
125923.0,0.5196209350823549,0.00950317286425817,0.5823030353990548,0.007083437879986876,0.887749050904758,0.0065127550468442345,0.02857142857142857,0.0,0.006204173716864072,0.00194771911840082,0.0,0.0,0.007882882882882882,0.0,0.07047619047619048,0.0,0.0,0.9338588588588588,0.06614114114114114
146195.0,0.6196666628081592,0.0002410173514691525,0.6925850023477889,0.8580610295111076,0.17545028401906684,0.1394075772983967,0.0,0.01020408163265306,0.021996615905245348,0.6874115838031779,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,1.0
146606.0,0.5012349338153362,9.146663632392105e-05,0.5539981023117082,1.0,0.9417526664801098,1.0,0.02857142857142857,0.0,0.01410039481105471,1.0,2e-05,1.1216138477935114e-06,0.015765765765765764,0.0,0.03645320197044335,1.0198878123406425e-05,4.548361901062825e-06,0.9660608884746815,0.03393911152531842
146607.0,0.7474429049096856,0.006405424172038386,0.8816529181172416,0.13475902800563586,0.3166127073227843,0.029729320379946772,0.17142857142857143,0.0,0.06711787930062042,0.08075858534085084,0.1466,0.0022895877346291544,0.03322072072072072,0.2625,0.05156794425087108,0.8749104798281213,0.025619406744649364,0.47994488390829854,0.5200551160917015
